id,tested_positive
724,24.0418

725,11.636524

726,11.511805

727,14.379543

728,11.291407

729,14.482786

730,11.547316

731,25.18178

732,13.420645

733,13.978792

734,13.989124

735,14.262917

736,13.957893

737,22.563023

738,11.5632515

739,14.027046

740,18.866234

741,19.676973

742,12.626627

743,11.530897

744,11.725437

745,22.716978

746,12.601511

747,14.129972

748,22.772675

749,11.2593975

750,11.549023

751,23.374798

752,18.62069

753,11.558477

754,13.847664

755,12.493734

756,12.328064

757,13.918701

758,11.55172

759,19.072813

760,12.382629

761,11.389254

762,19.400396

763,23.23537

764,13.464861

765,23.233923

766,22.672441

767,25.212175

768,11.950224

769,25.180624

770,11.536812

771,13.805489

772,11.6568985

773,23.23272

774,11.43816

775,11.498949

776,23.220066

777,18.661533

778,11.565989

779,21.343645

780,21.872911

781,14.057087

782,12.258665

783,13.955389

784,12.100124

785,14.217083

786,19.137865

787,11.527075

788,12.16777

789,13.7519

790,19.058916

791,19.163643

792,22.738493

793,19.288685

794,13.503397

795,19.420713

796,11.717928

797,11.57015

798,14.208849

799,23.157848

800,11.761822

801,12.183289

802,13.972002

803,11.695616

804,15.588512

805,23.222189

806,11.997908

807,11.544659

808,11.566668

809,14.063278

810,12.78722

811,14.178278

812,11.560308

813,12.135851

814,13.323786

815,11.5864315

816,11.604137

817,23.228949

818,22.209738

819,25.151606

820,14.172419

821,19.966917

822,12.042202

823,11.592499

824,16.876932

825,13.119768

826,11.6093445

827,23.234283

828,12.03512

829,11.765114

830,11.598782

831,14.306417

832,11.701529

833,19.414999

834,22.909307

835,14.123779

836,14.078287

837,20.228653

838,14.162182

839,23.263987

840,23.225286

841,23.234104

842,25.16345

843,11.573267

844,13.320341

845,13.764723

846,14.577166

847,11.563187

848,23.234118

849,19.574263

850,13.93092

851,11.551098

852,11.633541

853,14.311392

854,13.832703

855,19.702732

856,11.68977

857,11.703497

858,23.21612

859,11.6456375

860,18.89778

861,19.947771

862,14.086933

863,23.234129

864,14.773039

865,23.32944

866,19.004583

867,14.522451

868,11.565691

869,23.23409

870,14.324167

871,14.247755

872,23.234251

873,23.233814

874,12.63155

875,19.217762

876,12.962885

877,13.075846

878,14.198711

879,23.21522

880,23.234133

881,14.84417

882,11.634426

883,11.553007

884,11.596214

885,23.234354

886,11.665279

887,11.551983

888,13.921083

889,11.560743

890,11.609615

891,15.295923

892,23.517633

893,11.554335

894,23.235403

895,20.523802

896,13.840485

897,18.15838

898,11.553614

899,11.722517

900,23.235498

901,13.5186825

902,19.335535

903,12.185852

904,20.221785

905,16.364508

906,21.08552

907,23.234121

908,14.311354

909,16.256838

910,11.995407

911,11.5514145

912,14.172106

913,23.234121

914,23.234083

915,11.551357

916,18.932842

917,14.276819

918,15.268429

919,12.642069

920,14.059103

921,14.346922

922,23.204437

923,23.175428

924,19.294874

925,11.730385

926,23.234114

927,13.082462

928,13.723103

929,11.551239

930,18.930199

931,12.536451

932,11.773775

933,12.547878

934,13.515816

935,13.938644

936,12.77565

937,13.096497

938,23.235226

939,14.109531

940,14.331078

941,14.152275

942,14.19047

943,11.553654

944,14.314737

945,23.234123

946,13.791176

947,11.9915085

948,11.778599

949,11.557482

950,23.23413

951,23.234121

952,13.0060215

953,23.058279

954,11.567169

955,14.192766

956,14.757065

957,14.169283

958,14.829605

959,11.577055

960,19.228285

961,11.819956

962,11.552418

963,14.419834

964,20.348284

965,23.234121

966,23.238434

967,23.234123

968,23.234282

969,22.862932

970,16.009146

971,23.309578

972,19.269218

973,23.234098

974,14.083574

975,14.028973

976,11.557442

977,14.569426

978,11.551371

979,14.146965

980,23.234125

981,19.949541

982,23.234121

983,14.163902

984,14.168619

985,14.231863

986,19.70983

987,22.810942

988,14.163916

989,11.5516205

990,18.788305

991,14.155277

992,14.171446

993,14.137947

994,19.132248

995,23.207312

996,23.234129

