id,tested_positive
158,8.769673
159,15.487305
160,8.478657
161,19.30983
162,8.482693
163,13.090721
164,24.155926
165,8.608572
166,8.836483
167,16.61917
168,17.208185
169,8.478546
170,16.605762
171,16.605839
172,19.40739
173,16.002811
174,24.155663
175,16.639614
176,14.83019
177,8.501267
178,16.603779
179,16.605553
180,8.4783325
181,8.478947
182,16.612953
183,12.97433
184,22.439362
185,8.478365
186,16.609932
187,22.380035
188,8.478764
189,22.397892
190,16.573704
191,8.479467
192,24.142233
193,16.60512
194,22.41279
195,8.479347
196,22.863377
197,16.519697
198,8.482161
199,8.483452
200,8.478289
201,8.47827
202,24.155975
203,8.47829
204,15.652506
205,19.637173
206,8.856746
207,15.638628
208,8.478275
209,8.47827
210,24.006565
211,8.478273
212,8.478273
213,22.438427
214,14.851723
215,8.480265
216,15.16452
217,8.901713
218,16.60784
219,13.8879795
220,22.465515
221,16.583248
222,16.606064
223,12.076381
224,8.47827
225,22.396751
226,8.47827
227,8.772948
228,22.40961
229,14.219963
230,12.8105755
231,22.401026
232,14.091542
233,9.755075
234,8.478286
235,12.326339
236,8.478272
237,13.992517
238,8.478697
239,8.49027
240,8.505915
241,16.597717
242,16.597454
243,9.181997
244,24.006748
245,16.60526
246,8.478273
247,16.604332
248,8.478281
249,16.602638
250,22.412184
251,16.585205
252,16.60475
253,8.487524
254,8.540661
255,12.429669
256,13.091696
257,16.611065
258,10.47868
259,16.14274
260,8.47827
261,22.404057
262,22.397617
263,8.490581
264,8.47827
265,13.599534
266,24.138178
267,12.678368
268,16.07778
269,14.452225
270,8.478474
271,16.595877
272,16.59905
273,13.277141
274,8.478273
275,8.47827
276,16.33301
277,13.920712
278,16.587925
279,12.982506
280,14.406228
281,8.478466
282,8.616425
283,22.319073
284,13.192282
285,8.515387
286,8.4918785
287,8.47827
288,13.686945
289,13.074285
290,8.478327
291,22.396801
292,8.47827
293,22.411469
294,8.4782715
295,13.541085
296,15.087093
297,10.283667
298,10.3705635
299,9.11001
300,16.644659
301,12.207019
302,16.605137
303,16.602856
304,16.60492
305,13.306053
306,16.680164
307,15.67529
308,8.488918
309,8.478518
310,22.41217
311,22.396923
312,16.604637
313,8.478622
314,22.396984
315,12.362902
316,8.47827
317,22.396837
318,16.380413
319,16.4706
320,22.396223
321,16.604725
322,8.47827
323,22.398792
324,22.398941
325,19.092144
326,22.39682
327,22.396816
328,22.362488
329,16.605808
330,8.4782715
331,8.47827
332,8.47827
333,8.478281
334,22.39683
335,22.397087
336,8.47827
337,22.396812
338,8.584938
339,22.397095
340,8.478344
341,22.396912
342,16.599949
343,22.399063
344,8.47827
345,8.478329
346,8.5076275
347,16.604717
348,8.4782715
349,16.604107
350,8.47827
351,19.62476
352,8.478274
353,16.479801
354,8.545626
355,22.396677
356,8.478271
357,22.396935
358,16.560045
359,12.949053
360,13.417799
361,8.478327
362,8.903852
363,8.478279
364,10.706404
365,16.56882
366,22.3988
367,16.604122
368,8.478341
369,16.73085
370,22.39684
371,8.481033
372,16.430958
373,8.4782715
374,8.4782715
375,8.47827
376,16.12666
377,22.39663
378,16.48698
379,16.604292
380,22.396795
381,16.610834
382,22.39688
383,8.4784155
384,12.661695
385,22.397556
386,8.478271
387,16.472439
388,22.396812
389,22.396828
390,16.60698
391,16.50064
392,16.249472
393,8.905503
394,22.396946
395,22.396996
396,8.4782715
397,16.123196
398,15.185308
399,8.47827
400,22.396868
401,13.132109
402,8.48918
403,16.585007
404,8.478279
405,22.396849
406,8.478431
407,22.396881
408,8.47827
409,9.304989
410,13.030614
411,13.750511
412,16.597223
413,8.478277
414,22.397717
415,8.478312
416,8.478331
417,22.397236
418,16.66907
419,8.482316
420,8.4782715
421,8.47879
422,8.47827
423,8.480885
424,8.478986
425,22.400078
426,22.396637
427,8.478302
428,22.397167
429,22.397161
430,8.47827
431,8.47827
432,9.079742
433,12.959094
434,12.189909
435,22.405342
436,8.479275
437,16.605686
438,8.478272
439,16.608583
440,8.478271
441,8.4782715
442,15.7549715
443,22.398222
444,8.47828
445,16.558228
446,8.478643
447,22.406448
448,22.410713
449,16.627068
450,13.930136
451,8.478281
452,22.396935
453,16.634201
454,16.603529
455,16.603006
456,8.488697
457,22.529602
458,22.399189
459,8.968914
460,16.605442
461,8.47828
462,16.60498
463,22.425142
464,22.411654
465,16.566631
466,22.427044
467,10.571856
468,15.639637
469,22.398888
470,22.470245
471,16.412964
472,22.404703
473,16.605093
474,8.478302
475,16.602657
476,16.045563
477,8.495605
478,16.607347
479,8.739578
480,8.478275
481,16.536793
482,8.478403
483,16.605774
484,16.596619
485,8.480631
486,8.896366
487,22.194715
488,8.478374
489,8.478279
490,8.4969225
491,22.404453
492,16.614662
493,13.896723
494,16.575249
495,15.599424
496,8.716303
497,8.478302
498,8.478399
499,22.378345
500,16.552248
501,8.478277
502,8.478569
503,8.478294
504,22.404598
505,8.478287
506,16.381687
507,8.478304
508,8.4795685
509,16.29047
510,22.486898
511,8.484961
512,8.478313
513,8.487018
514,8.478361
515,16.606358
516,23.042725
517,22.456131
518,22.537361
519,20.082012
520,22.370514
521,8.478323
522,16.307613
523,8.479198
524,8.481451
525,8.512019
526,8.523607
527,14.313005
528,8.47831
529,8.478346
530,8.597764
531,16.82874
532,8.478872
533,16.6209
534,22.486591
535,8.478453
536,22.624306
537,15.37608
538,8.478593
539,8.478893
540,22.452414
541,16.590075
542,16.610847
543,8.721011
544,22.62173
545,8.482044
546,22.698814
547,16.603481
548,9.111555
549,8.478527
550,8.6904545
551,16.618038
552,22.36077
553,22.493422
554,16.823605
555,22.42422
556,8.478849
557,16.693127
558,22.814968
559,8.480463
560,16.829529
561,8.489216
562,8.478701
563,8.573465
564,22.807537
565,8.483378
566,23.399776
567,8.480161
568,9.107077
569,22.899357
570,22.578873
571,23.178755
572,22.840189
573,8.489113
574,13.1722355
575,8.495398
576,9.069241
577,22.616253
578,8.49348
579,15.826889
580,8.536242
581,16.853222
582,8.5220175
583,9.516537
584,8.48655
585,16.714485
586,9.196285
587,9.5942545
588,17.915295
589,22.795483
590,16.842323
591,10.879587
592,8.49692
593,22.795471
594,9.1975
595,8.958969
596,22.80584
597,9.77836
598,16.635626
599,10.503035
600,9.359183
601,16.76775
602,13.75765
603,16.610626
604,17.679478
605,22.9189
606,15.413902
607,22.893929
608,22.887234
609,16.619184
610,22.858437
611,8.68315
612,8.541607
613,22.699186
614,22.889038
615,22.903696
616,8.74313
617,22.860817
618,23.182713
619,16.68364
620,22.840387
621,8.927856
622,17.347486
623,9.63225
624,9.677242
625,22.861973
626,22.832493
627,22.883589
628,8.498142
629,9.792973
630,8.712981
631,9.175315
632,18.752851
633,22.836586
634,21.221241
635,8.804729
636,8.746404
637,8.538204
638,17.673035
639,8.549886
640,9.949863
641,13.673659
642,10.133932
643,9.786802
644,9.793499
645,17.377483
646,23.259407
647,9.708943
648,10.084955
649,18.287537
650,8.705871
651,8.731705
652,8.821781
653,14.207909
654,22.856504
655,18.58262
656,10.033348
657,22.880487
658,17.74297
659,9.808826
660,9.098378
661,9.894222
662,18.37078
663,19.222652
664,22.882004
665,17.758982
666,17.33451
667,8.989206
668,17.506958
669,23.151768
670,19.284338
671,19.012333
672,18.005226
673,23.091206
674,22.924809
675,8.878661
676,23.45962
677,17.36366
678,8.708983
679,8.876369
680,16.536985
681,8.836098
682,15.265936
683,11.208159
684,8.917471
685,22.97541
686,22.858953
687,17.840174
688,23.196573
689,9.052742
690,8.9452
691,18.11605
692,10.5135765
693,17.997145
694,23.084324
695,9.504203
696,18.22919
697,10.397226
698,22.872597
699,10.099459
700,17.64039
701,10.112125
702,22.859102
703,8.743921
704,19.011528
705,22.869823
706,10.056129
707,8.922514
708,19.043936
709,23.668545
710,9.196955
711,11.2111
712,8.940725
713,22.876736
714,8.946852
715,10.357872
716,18.481106
717,22.874914
718,19.023838
719,15.037975
720,9.700876
721,19.38139
722,23.651535
723,22.858559
724,22.922298
725,8.82826
726,10.667011
727,19.408504
728,8.867592
729,19.341972
730,10.690172
731,23.727905
732,8.881391
733,10.302443
734,9.509895
735,14.960279
736,18.830389
737,22.864614
738,10.203936
739,12.809964
740,19.415005
741,19.431976
742,9.988175
743,10.007906
744,9.536885
745,19.501747
746,10.24533
747,16.448227
748,22.910229
749,10.06859
750,10.566399
751,23.098618
752,19.505161
753,10.675171
754,10.851861
755,10.041653
756,10.38823
757,9.63072
758,10.689914
759,17.407934
760,10.080904
761,10.103275
762,19.089825
763,22.906162
764,10.066948
765,23.898508
766,20.186474
767,23.758545
768,10.28215
769,23.580088
770,10.209351
771,10.093459
772,10.699274
773,23.907421
774,10.119231
775,9.489803
776,23.243652
777,17.401878
778,10.601124
779,21.715698
780,19.640862
781,10.102203
782,10.586372
783,10.652576
784,10.360287
785,18.536823
786,17.408844
787,10.318634
788,9.992202
789,10.710354
790,19.464764
791,19.475872
792,22.85867
793,20.004131
794,10.259692
795,19.539835
796,10.189365
797,10.701407
798,16.312023
799,22.890274
800,10.412345
801,10.250781
802,10.704697
803,10.537239
804,19.913677
805,23.5125
806,10.356345
807,10.58289
808,10.1523075
809,10.214219
810,10.471292
811,15.94047
812,10.703235
813,10.703414
814,10.705358
815,10.470515
816,10.703536
817,23.915379
818,22.751099
819,24.47765
820,13.869925
821,19.31492
822,10.342389
823,10.672366
824,20.128748
825,10.635235
826,10.703032
827,24.191893
828,10.495186
829,10.489925
830,10.70354
831,20.19452
832,10.702877
833,20.295895
834,21.46933
835,11.070052
836,10.748682
837,19.438072
838,16.167955
839,23.372183
840,22.95045
841,23.953812
842,24.009237
843,10.703352
844,10.532101
845,10.722615
846,19.73502
847,10.701002
848,24.066216
849,17.741758
850,10.72938
851,10.703569
852,10.69832
853,16.951702
854,10.6654
855,20.303421
856,10.703506
857,10.703446
858,23.31115
859,10.703609
860,19.817646
861,20.317608
862,10.835615
863,24.404066
864,19.39843
865,24.547943
866,20.1014
867,18.443819
868,10.703593
869,23.494652
870,15.5398035
871,10.863201
872,24.419773
873,23.575394
874,10.703938
875,20.31774
876,10.692568
877,10.699485
878,11.797104
879,24.197193
880,24.424923
881,17.263771
882,10.703596
883,10.681468
884,10.700412
885,24.52729
886,10.698379
887,10.703481
888,10.76281
889,10.703631
890,10.702629
891,15.978135
892,24.580849
893,10.703594
894,23.655144
895,20.31239
896,10.729805
897,20.302649
898,10.703596
899,10.69859
900,24.645248
901,10.701647
902,20.317673
903,10.702601
904,20.321514
905,18.924667
906,20.364614
907,24.551342
908,15.290437
909,20.300922
910,10.703075
911,10.7036
912,13.798368
913,24.342518
914,24.388777
915,10.7036
916,20.317389
917,20.265373
918,20.303238
919,10.703356
920,10.711098
921,15.124621
922,24.245451
923,24.02812
924,20.310741
925,10.703616
926,24.26464
927,10.703245
928,10.705352
929,10.7036
930,20.32054
931,10.703615
932,10.703602
933,10.703637
934,10.703843
935,10.742258
936,10.706471
937,10.704571
938,24.778038
939,10.73967
940,17.394499
941,11.677496
942,18.299847
943,10.703586
944,18.582407
945,24.477997
946,10.707083
947,10.703589
948,10.70359
949,10.703599
950,24.760475
951,24.363476
952,10.703844
953,21.21713
954,10.703609
955,13.854021
956,18.90409
957,12.410844
958,17.906673
959,10.703602
960,20.319942
961,10.703604
962,10.703601
963,14.258978
964,20.342606
965,24.428997
966,24.822163
967,24.763353
968,24.750504
969,24.286541
970,20.313467
971,24.761978
972,20.32236
973,24.434738
974,10.746831
975,10.710067
976,10.703598
977,20.305895
978,10.703601
979,10.945051
980,24.655159
981,20.326723
982,24.771135
983,12.518829
984,12.035549
985,13.557835
986,20.330032
987,23.926214
988,11.4420805
989,10.703601
990,20.327648
991,10.705778
992,11.066343
993,10.793903
994,20.331718
995,24.403728
996,24.79749
